Timestamp,Open,High,Low,Close,Volume
2022-03-04,3296.85,3380.55,3264.64,3329.3,10954849
2022-03-11,3259.07,3480.12,3241.64,3399.96,13447880
2022-03-17,3381.87,3504.68,3381.87,3469.49,12817078
2022-03-25,3491.45,3570.33,3414.94,3502.27,11101184
2022-04-01,3490.51,3554.75,3458.58,3550.73,10150379
2022-04-08,3553.8,3623.33,3440.91,3481.68,11254103
2022-04-13,3485.79,3532.07,3446.44,3459.29,8888733
2022-04-22,3410.21,3442.33,3248.82,3412.62,14284161
2022-04-29,3361.09,3422.73,3312.25,3350.42,9936497
2022-05-06,3325.1,3351.6,3234.98,3242.63,7677978
2022-05-13,3209.95,3273.05,3161.63,3225.91,11582297
2022-05-20,3226.0,3301.58,3051.24,3110.76,13258519
2022-05-27,3121.9,3154.12,3000.5,3102.53,14188565
2022-06-03,3136.49,3308.01,3126.36,3272.67,13666306
2022-06-10,3251.6,3284.9,3183.58,3196.33,8814048
2022-06-17,3129.83,3132.69,2876.64,2938.52,15052204
2022-06-24,2943.37,3182.15,2919.59,3132.78,14325663
2022-07-01,3186.91,3199.18,3093.73,3153.71,10295423
2022-07-08,3150.76,3157.8,3046.35,3106.48,11670293
2022-07-15,3050.06,3068.0,2809.24,2848.81,25136384
2022-07-22,2875.83,3041.36,2867.55,3016.62,13630211
2022-07-29,3010.92,3155.8,2945.75,3141.15,10893607
2022-08-05,3165.03,3222.96,3111.76,3201.23,9176073
2022-08-12,3201.18,3261.78,3172.64,3235.95,6169130
2022-08-19,3244.94,3254.93,3198.33,3220.92,5562118
2022-08-26,3201.18,3219.35,3058.24,3065.33,8916697
2022-09-02,2972.86,3069.42,2931.01,2978.0,12162652
2022-09-09,2971.58,3076.08,2950.98,3061.0,8707087
2022-09-16,3082.17,3110.61,2853.95,2862.23,17143735
2022-09-23,2888.2,2930.01,2833.97,2836.87,11080107
2022-09-30,2815.75,2907.08,2783.65,2858.28,13879667
2022-10-07,2849.19,2971.91,2829.22,2915.69,8030870
2022-10-14,2863.46,2996.65,2858.71,2948.27,14464914
2022-10-21,2923.06,3006.54,2921.92,2984.66,7478613
2022-10-28,3015.77,3029.23,2981.76,3009.25,6438184
2022-11-04,3043.26,3110.8,3012.01,3060.77,9674059
2022-11-11,3071.8,3178.92,3015.67,3154.52,7857794
2022-11-18,3162.18,3203.94,3131.73,3180.68,7435529
2022-11-25,3160.75,3237.66,3096.77,3224.63,6821613
2022-12-02,3202.13,3310.58,3201.7,3271.72,12377344
2022-12-09,3265.87,3271.72,3116.85,3132.45,7245835
2022-12-16,3097.01,3212.6,3068.19,3082.5,8659904
2022-12-23,3069.9,3133.64,3009.63,3071.18,8228474
2022-12-30,3071.18,3138.39,3068.04,3098.15,5064446
2023-01-06,3102.24,3174.83,3044.21,3055.2,7884678
2023-01-13,3071.8,3214.5,3064.33,3210.26,14152443
2023-01-20,3193.85,3282.38,3175.6,3238.24,9417302
2023-01-27,3262.21,3323.79,3231.01,3284.41,5313024
2023-02-03,3293.02,3373.91,3226.59,3353.01,11006284
2023-02-10,3344.2,3415.89,3309.25,3406.21,7710836
2023-02-17,3417.23,3442.27,3331.68,3371.16,7038838
2023-02-24,3371.98,3391.24,3256.72,3274.2,6307390
2023-03-03,3264.14,3266.06,3177.38,3218.06,9880095
2023-03-10,3237.08,3278.53,3167.85,3207.33,6077257
2023-03-17,3209.25,3244.69,3027.27,3061.26,15571234
2023-03-24,3051.97,3052.31,2980.14,3004.64,8236290
2023-03-31,3018.61,3093.71,2988.85,3086.87,7218964
2023-04-06,3105.22,3143.15,3055.92,3101.12,6107100
2023-04-13,3100.45,3151.43,3061.93,3070.46,11573454
2023-04-21,3017.74,3046.96,2956.26,3043.5,16377625
2023-04-28,3034.11,3107.43,3010.08,3099.73,11455880
2023-05-05,3114.89,3123.56,3055.34,3110.75,8778651
2023-05-12,3124.52,3186.82,3111.33,3152.73,6587265
2023-05-19,3162.07,3169.78,3076.38,3103.19,6488214
2023-05-26,3110.08,3214.69,3097.61,3205.31,7480996
2023-06-02,3236.02,3246.81,3143.92,3182.87,12024430
2023-06-09,3191.92,3203.48,3086.34,3090.15,9333080
2023-06-16,3095.64,3160.66,3071.66,3090.05,12168117
2023-06-23,3104.75,3180.32,3090.15,3130.4,7491948
2023-06-30,3119.35,3221.54,3088.2,3214.0,7285317
2023-07-07,3225.73,3267.19,3181.39,3240.28,8666111
2023-07-14,3235.9,3430.65,3163.24,3420.72,15333876
2023-07-21,3416.2,3455.03,3279.12,3288.15,13580795
2023-07-28,3300.55,3339.45,3251.74,3275.56,8524356
2023-08-04,3284.34,3388.4,3280.92,3361.61,11155028
2023-08-11,3371.76,3406.9,3332.76,3366.73,8255829
2023-08-18,3358.83,3383.52,3276.63,3286.98,7056779
2023-08-25,3294.69,3331.83,3270.53,3300.84,6390631
2023-09-01,3313.24,3336.08,3264.09,3298.79,8057538
2023-09-08,3297.62,3382.55,3289.86,3360.0,8245199
2023-09-15,3379.62,3521.51,3363.02,3512.68,13902997
2023-09-22,3494.86,3547.28,3444.05,3517.9,7209867
2023-09-29,3516.78,3533.86,3422.13,3444.63,8712845
2023-10-06,3450.1,3548.45,3394.55,3535.23,9017317
2023-10-13,3558.31,3591.46,3441.12,3485.88,16020494
2023-10-20,3481.14,3489.59,3372.21,3421.66,7926804
2023-10-27,3400.56,3406.38,3260.54,3281.05,5839940
2023-11-03,3280.12,3328.1,3241.94,3281.01,6252659
2023-11-10,3304.6,3333.15,3253.05,3263.92,6878270
2023-11-17,3280.12,3455.73,3257.6,3429.39,9434192
2023-11-24,3418.43,3470.08,3380.98,3384.99,10009218
2023-12-01,3384.99,3444.62,3361.39,3438.4,7730447
2023-12-08,3470.71,3568.97,3425.04,3551.05,8689496
2023-12-15,3547.33,3814.69,3488.68,3780.47,19416967
2023-12-22,3777.63,3847.05,3665.27,3744.24,11277988
2023-12-29,3740.17,3757.95,3686.86,3714.28,5961436
2024-01-05,3710.95,3752.07,3574.85,3659.93,9737426
2024-01-12,3659.93,3823.79,3595.8,3801.81,12584831
2024-01-19,3877.4,3888.65,3733.03,3868.54,13142196
2024-01-25,3873.4,3880.9,3707.3,3738.3,8152238
2024-02-02,3728.98,3909.11,3709.41,3891.35,10913564
2024-02-09,3907.74,4105.67,3887.23,4055.59,12981248
2024-02-16,4051.96,4091.2,3972.98,4050.29,6178295
2024-02-23,4045.14,4051.96,3895.96,3975.53,9552505
2024-03-01,3959.74,4076.39,3907.49,4016.98,12327915
2024-03-07,4034.99,4051.47,3883.65,4030.96,8478505
2024-03-15,4011.73,4160.86,4008.79,4139.52,15771905
2024-03-22,4135.6,4174.35,3782.16,3837.0,22381006
2024-03-28,3801.78,3872.12,3757.04,3803.05,9908514
2024-04-05,3824.05,3952.52,3778.23,3904.06,12961814
2024-04-12,3907.74,3956.45,3843.96,3925.79,10841172
2024-04-19,3925.79,3987.4,3729.08,3753.9,13949369
2024-04-26,3764.5,3824.34,3730.7,3749.14,9936999
2024-05-03,3765.48,3820.03,3706.66,3770.77,8935901
2024-05-10,3780.19,3912.64,3780.19,3820.32,8931369
2024-05-17,3811.1,3880.27,3784.12,3788.17,8594716
2024-05-24,3800.91,3858.22,3764.41,3803.38,6796971
2024-05-31,3808.82,3861.53,3609.98,3626.97,19319097
2024-06-07,3688.08,3868.1,3548.47,3847.3,17441872
2024-06-14,3848.34,3859.11,3781.6,3786.14,9235248
2024-06-21,3780.21,3831.34,3734.77,3765.1,10902424
2024-06-28,3763.12,3912.56,3745.88,3857.38,12083695
2024-07-05,3837.47,3998.86,3837.47,3963.74,11107047
2024-07-12,3973.82,4149.63,3848.93,4133.83,24408160
2024-07-19,4184.96,4315.16,4095.24,4259.38,16585150
2024-07-26,4256.95,4378.23,4222.35,4343.97,12559531
2024-08-02,4370.85,4386.69,4227.3,4240.22,10998306
2024-08-09,4196.61,4215.67,4069.4,4186.46,10073051
2024-08-16,4187.7,4382.73,4141.17,4371.89,9208188
2024-08-23,4376.79,4519.35,4346.45,4419.26,9902647
2024-08-30,4444.11,4546.33,4412.73,4508.21,10498766
2024-09-06,4530.24,4542.12,4392.33,4412.18,7613371
2024-09-13,4410.45,4503.86,4386.19,4477.37,8179241
2024-09-20,4481.73,4500.59,4185.23,4242.05,14335070
2024-09-27,4257.0,4334.22,4197.6,4265.61,14549640
2024-10-04,4244.03,4255.76,4167.9,4209.73,10749860
2024-10-11,4231.16,4254.28,4071.33,4107.71,12358632
2024-10-18,4098.6,4128.25,4026.53,4081.82,12262496
2024-10-25,4091.27,4098.55,3955.2,4016.97,10026659
2024-11-01,4028.26,4092.66,3920.4,3944.36,8897662
2024-11-08,3926.64,4163.74,3874.12,4105.53,12526449
2024-11-14,4086.92,4191.96,4075.29,4104.44,5978151
2024-11-22,4170.87,4212.4,3950.3,4202.15,10677854
2024-11-29,4237.2,4333.63,4153.69,4228.14,12371510
2024-12-06,4227.3,4444.11,4187.75,4401.04,12700326
2024-12-13,4386.15,4449.95,4350.46,4429.16,9769102
2024-12-20,4414.41,4430.25,4110.98,4128.6,13716571
2024-12-27,4158.05,4175.82,4073.75,4123.2,5498774
2025-01-03,4109.49,4157.31,3991.73,4058.9,7432873
2025-01-10,4064.45,4254.03,3971.43,4222.99,17396661
2025-01-17,4202.55,4279.72,4059.05,4083.06,13634467
2025-01-24,4104.34,4149.44,3989.7,4110.83,9496675
2025-01-31,4060.98,4114.79,3988.02,4071.28,8344783
2025-02-07,4071.87,4108.5,3958.71,3989.11,9876163
2025-02-14,3999.6,4011.48,3861.0,3895.5,8876469
2025-02-21,3817.94,3894.66,3713.79,3748.14,13170562
2025-02-28,3705.72,3725.57,3422.43,3448.42,17696304
2025-03-07,3450.15,3588.75,3429.66,3575.09,15280702
2025-03-13,3570.44,3585.88,3449.26,3475.94,7946713
2025-03-21,3454.11,3580.09,3428.12,3542.32,15978155
2025-03-28,3564.0,3672.9,3530.93,3570.09,11399021
2025-04-04,3536.97,3548.16,3262.54,3266.41,14381810
2025-04-11,3069.0,3315.51,3025.49,3199.19,22505794
2025-04-17,3281.26,3281.26,3185.82,3265.91,8918076
2025-04-25,3257.2,3443.02,3251.26,3413.52,13820738
2025-05-02,3400.65,3474.8,3332.34,3410.25,8178365
2025-05-09,3415.5,3469.46,3364.12,3405.9,9254222
2025-05-16,3469.95,3594.2,3467.18,3525.69,12753655
2025-05-23,3514.5,3522.42,3416.79,3479.45,9418805
2025-05-30,3485.79,3509.55,3418.57,3428.77,11364159
2025-06-06,3415.5,3438.76,3358.7,3384.2,12973323
2025-06-13,3400.0,3489.0,3390.9,3445.7,13224192
2025-06-20,3440.0,3538.0,3410.9,3435.7,11766371
2025-06-27,3415.0,3466.4,3370.0,3441.1,12941707
2025-07-04,3439.9,3489.9,3390.1,3419.8,10575309
2025-07-11,3418.3,3426.1,3261.1,3266.0,16669916
2025-07-18,3266.0,3272.0,3187.0,3189.9,15435916
2025-07-25,3190.0,3197.6,3125.6,3135.8,14468952
2025-08-01,3110.0,3118.0,3000.0,3003.0,16062124
2025-08-08,3009.1,3079.4,2991.6,3036.4,11239545
2025-08-14,3036.4,3096.4,3019.1,3022.3,10732787
2025-08-22,3046.5,3130.0,3003.4,3054.0,15373268
2025-08-29,3087.3,3162.0,3077.1,3084.7,14358307
2025-09-05,3090.0,3155.0,3028.6,3048.3,9515311
2025-09-12,3050.0,3148.7,3016.0,3133.4,10905529
2025-09-19,3134.0,3203.0,3096.0,3169.2,14259071
2025-09-26,3095.0,3106.9,2891.3,2899.1,17347353
2025-10-03,2916.0,2929.3,2866.6,2901.9,10215914
2025-10-10,2902.0,3070.0,2895.6,3028.3,21326275
2025-10-17,3027.0,3035.5,2943.1,2962.2,18386685
2025-10-24,2985.5,3098.0,2978.5,3063.2,11692759
